cluster_id,name,description,size,total_size,member_clusters,sample_summaries
81,Fix organization invitation system failures and email delivery issues,"Users needed to
resolve platform invitation system failures where expired invite links, email
validation bugs, and system errors prevented successful user onboarding to
organizations. The issues required support team intervention to manually send
invitations, upgrade software versions, and fix underlying API and database
constraint violations that blocked member invitation workflows.",19,19,,"['help them add users to an organization in their on-premise instance without using email/SMTP configuration. The issue was ultimately resolved by identifying that their software version was outdated and needed to be upgraded to support the UI-based invitation feature.', ""get access to the company's community platform, specifically requesting invitations to join the community for multiple team members after experiencing issues with the standard invitation form."", ""get help with inviting a new member to their workspace, as they encountered an error message saying an invite was already sent but the recipient couldn't find the email invitation.""]"
82,Scale deployment quotas and resolve platform stability issues,"Users requested to increase their deployment quotas and throughput limits on the cloud platform to support higher concurrency, multiple environments, and scaling requirements as they experienced resource constraints affecting their applications. They also needed resolution of critical deployment stability issues including unexpected deployment disappearances, resource allocation problems, performance bottlenecks, and platform reliability concerns that impacted production services.",28,28,,"[""resolve a recurring monthly service outage affecting their organization's access to the platform, and to implement a permanent solution to prevent future disruptions as they prepare to deploy their production system."", 'increase their deployment quota for their cloud platform to allow for additional dev and beta environments in preparation for their production rollout.', 'increase their deployment slots for the cloud platform from 5 to approximately 15 to accommodate new projects, and they also inquired about self-hosted enterprise options and technical questions about git-backed configurations.']"
83,Increase deployment quotas for graph-based development platform scaling,"Users
requested to increase their deployment quotas on a graph-based development
platform from default limits (typically 1) to higher numbers (ranging from 2
to 15 deployments) to support multiple environments and scaling needs. These
requests were consistently approved by support teams, with users seeking
separate development, staging, and production environments for their graph
applications and agent deployments.",44,44,,"['increase their deployment quota from 1 to 2 for cloud service, as they want to test migrating their existing deployment from another cloud provider and work on an additional project.', 'get an additional cloud deployment for their production environment to separate it from their development environment. The user is a healthcare startup that has been transitioning from their own graph-based solution to the platform and needs the additional deployment quota to isolate their production and development environments.', 'increase the deployment quota for the platform from a single deployment to multiple deployments to support both production and development environments, along with information about potential costs and implications of additional deployments.']"
84,Configure custom networking and routing for cloud deployments,"Users requested customization options for their cloud deployment networking and routing configurations, including custom domains, base URI paths, TLS encryption, and proxy settings. They needed environment variable support and configuration flexibility to avoid maintaining custom Docker images while meeting compliance and operational requirements.",6,6,,"['use a custom domain for their cloud deployment. The support team confirmed this feature is not currently supported and not on the roadmap, but they noted the request for future consideration.', 'configure a custom base URI path for a standalone container deployment to avoid having to write nginx ingress proxy rewrite rules, and they received confirmation that the undocumented MOUNT_PREFIX environment variable can accomplish this including moving documentation and API endpoints.', 'configure end-to-end TLS encryption for their deployment, specifically enabling TLS communication between the load balancer and frontend service to meet compliance requirements, as the current configuration only supports TLS termination at the load balancer level.']"
85,Submit general LangChain platform technical support requests,"Users submitted various technical support requests for LangChain platform and tooling issues, including workspace management, deployment problems, and development environment configuration. The requests covered channel management, dataset operations, agent debugging, LangGraph Studio questions, vector search integration issues, and rate limiting problems in RAG applications.",22,22,,"['schedule a screen sharing session to troubleshoot an ongoing technical problem they are experiencing. The user has set up a video meeting to get direct support assistance in resolving what they describe as an ""odd problem.""', 'resolve an issue where increased tracing limits in their account are not being reflected in the API, preventing traces from passing through despite raising both total and extended trace limits. Additionally, the user inquired about potential future integrations with a specific search service platform.', 'help resolve a deployment failure issue on the platform. The user was experiencing deployment failures and needed technical support to identify and fix the root cause of the problem.']"
86,Handle non-technical business and marketing inquiry outliers,"Users submitted various non-technical requests including guest posting, link placement, event ticket purchases, conference access, sponsorship inquiries, job applications, and general customer service follow-ups. These requests were consistently identified as outliers since they involved business partnerships, marketing services, event logistics, and employment inquiries rather than technical development assistance.",30,30,,"['provide information about breakfast tips and weight management, which is unrelated to technical development and should be classified as an outlier.', 'purchase tickets for an event called ""Interrupt"" and to understand the process for group ticket ordering and transferring. This is an outlier as it\'s unrelated to technical development.', 'inquire about guest posting opportunities or link insertion services on a website, which is unrelated to technical development and should be classified as an outlier.']"
87,Handle unsolicited business and promotional spam inquiries,"Users contacted customer support with various unsolicited business offers including petroleum products, industrial valves, marketing services, and trademark services that were completely unrelated to technical development. These requests required support teams to identify and handle spam or promotional inquiries by either providing polite responses or closing tickets without engagement.",16,16,,"['close a ticket as spam without sending a response to the sender. This is an outlier as it involves handling an unsolicited petroleum products offer unrelated to technical development.', 'provide a response to a business development email about global trademark services for startups. This is an outlier as it is unrelated to technical development.', 'offer to provide a better marketing quote than what they submitted in a post-conference survey. This is an outlier as it relates to marketing materials rather than technical development.']"
88,"Implement prompt caching and model support for LangChain Bedrock
integrations","Users requested
documentation, implementation guidance, and feature support for prompt caching
functionality in LangChain's AWS Bedrock integrations, specifically seeking
help with the ChatBedrockConverse component and cache token tracking. They also
asked about new model support for DeepSeek on Bedrock and requested improved
metadata handling for AWS request IDs in LangSmith integration.",5,5,,"['find documentation and implementation details for prompt caching functionality in the ChatBedrockConverse component. The support team provided a code example and documentation links to help the user implement prompt caching with the AWS Bedrock integration.', 'understand how to enable prompt caching functionality with Bedrock Converse models, specifically seeking technical guidance on implementing this AWS feature that was recently made generally available for the Converse API.', ""get support for new deepseek models available on a cloud platform's bedrock service through langchain's existing chat interface, specifically asking if langchain plans to support these models similar to existing bedrock integrations or if there are alternative access methods.""]"
89,Integrate third-party AI models and extend LangChain platform capabilities,"Users requested integrations and feature additions for various AI model platforms, vector stores, and API endpoints within the LangChain ecosystem, including Gemini embeddings, Nova models, ElasticsearchStore configurations, and third-party model integrations. They also sought to contribute open-source tools for fine-tuning data augmentation, clarify package documentation inconsistencies, and resolve technical issues with vision pipeline datasets and evaluation workflows.",12,12,,"['contribute to the open-source project as a developer, offering their skills in data science, machine learning, and big data technologies to help build AI models with low latency and quick training capabilities.', 'add support for a specific third-party AI model platform integration to the framework, citing a relevant library that could facilitate this integration.', 'implement a dedicated API endpoint for generating embeddings using the Gemini model, including model selection options, comprehensive documentation, and thorough testing and validation.']"
90,Report email security vulnerabilities and penetration test remediation,"Users reported critical email security vulnerabilities including missing SPF, DKIM, and DMARC configurations that enabled email spoofing attacks, and requested status updates on penetration test remediation plans with specific deadlines. They also sought guidance on phishing incident response, security team training, and responsible disclosure compensation for identified vulnerabilities.",13,13,,"['classify a potential spam or phishing email as spam, close the support ticket, and update spam filters to automatically handle similar requests in the future. This is an outlier as it relates to email security management rather than technical development.', 'report a critical security vulnerability related to a lack of rate limiting on a forgot password endpoint that could lead to denial-of-service attacks and email flooding. This is a security bug report for a web application service.', 'correct email address typos in a system and coordinate the decommissioning of old communication platform identities while transitioning to a new platform. This is an outlier as it relates to general IT administration and email management rather than technical development.']"
91,Migrate LangSmith accounts from US to EU regions,"Users requested assistance migrating their LangSmith accounts and organizations from US data regions to EU data regions for compliance and data residency requirements. Support teams provided detailed migration processes involving creating new EU accounts, exporting/importing data, transferring subscription benefits, and handling billing transitions since direct regional migration is not supported.",17,17,,"['update their account to the startup plan on the EU tenant after migrating from a non-EU tenant, as they previously had the startup plan on their original tenant. This is an account management and billing-related request for maintaining their existing plan status after a regional migration.', 'migrate their organization and user accounts from the US data region to the EU data region, including transferring their paid subscription credits to the new EU-based organization.', 'migrate their account from the US region to the EU region while maintaining their startup plan benefits and ensuring no service disruption during the transition. The support team worked with the customer to develop a phased migration approach that allows both accounts to run simultaneously with startup plan benefits until the migration is complete.']"
92,Handle SEO and promotional service solicitations,"Multiple entities reached out to offer SEO services, promotional campaigns, guest posting opportunities, and link building collaborations for marketing purposes. These requests also included various partnership proposals for sponsored content, backlink services, and advertising placements unrelated to technical development.",23,23,,"['consider a sponsorship opportunity for a hackathon event. This is an outlier as it is unrelated to technical development and instead involves business partnership/marketing outreach.', ""provide SEO promotional services for their website. This is an outlier as it's unrelated to technical development and instead focuses on marketing services."", ""publish a sponsored gambling-themed article on the company's website with a dofollow link, which is unrelated to technical development and should be classified as an outlier.""]"
93,Classify non-technical messages as conversation outliers,"Users submitted various non-technical messages including acknowledgments, follow-ups, test messages, greetings, and roleplay content that contained no actual technical development requests. These conversations were classified as outliers since they lacked any substantive technical queries related to LangChain, AI development, or programming assistance.",32,32,,"['follow up on a previous email inquiry, but no specific technical request is provided in this conversation. This appears to be an outlier as it contains only a generic follow-up message without any technical development content.', 'respond quickly, but no specific technical issue or question is provided in the conversation. This appears to be an outlier as it lacks any technical development content.', 'provide a response to a deleted message. This is an outlier as it does not relate to technical development or any specific technical issue.']"
94,Manage organization admin permissions and remove former employees,Users requested to modify organization admin permissions and remove former employees from workspaces due to personnel changes. They also requested to transfer organization ownership and update access controls after staff departures from their companies.,32,32,,"['delete their organization account. This is an account-related issue rather than a technical development request.', 'delete their organization account(s) and associated data under GDPR data subject access rights. This is an account-related issue involving data deletion and privacy compliance rather than a technical development request.', 'delete their organization and account through a data subject access request (DSAR). This is an account-related administrative request rather than a technical development issue.']"
95,Resolve LangChain platform authentication and login access issues,"Users experienced various authentication and access issues with the LangChain platform including automatic logouts, login failures, OAuth errors, and session token problems that prevented normal platform access. These issues were resolved through troubleshooting browser conflicts, system clock corrections, session refreshes, and backend authentication system fixes.",38,38,,"['report and troubleshoot authentication issues with OAuth login functionality, specifically problems with both social sign-on providers where one returned ""Unknown Error"" and another caused ""request too large"" errors during the redirect process.', 'report a database error they\'re encountering when trying to access the platform, specifically a ""too many simultaneous queries"" error that\'s preventing them from using the service normally.', 'resolve 403 errors that are preventing them from accessing any functionality after creating a developer account, including settings, pages, and workspace creation.']"
96,Debug LangGraph cloud platform runtime execution failures,"Users experienced various runtime execution failures in their LangGraph/LangChain cloud deployments including runs getting stuck in pending or running states, infinite loops causing runaway costs, SSL connection errors with checkpointers, and database caching issues preventing run rules from functioning. They sought technical support to resolve these operational issues affecting their production workflows, including problems with recursion limits, thread rollback strategies, agent handoffs, and the ""Rerun from here"" functionality.",25,25,,"['troubleshoot a ""User requested rollback of the run"" error occurring in their hosted agent when fetching data through audio chat, specifically related to parallel streaming operations and multitask strategy configuration causing unexpected run cancellations.', 'troubleshoot and resolve an issue where multiple agent runs are failing to complete properly on the cloud platform, with runs getting stuck in loops for hours, causing runaway costs, and generating fetch-related errors in the checkpointer system.', 'help troubleshoot and resolve intermittent SSL connection errors occurring in approximately 0.5% of their runs when using a checkpointer with a connection pool, specifically ""SSL error: bad length"" and ""SSL SYSCALL error: EOF detected"" errors that terminate their processes.']"
97,Troubleshoot LangSmith production trace logging and platform issues,"Developers encountered various operational issues in their LangSmith production deployments including missing traces, storage optimization problems, data ingestion failures, and UI crashes when viewing specific trace content. They required troubleshooting assistance for trace logging inconsistencies, database cleanup optimization, token metric display bugs, and platform configuration issues affecting trace processing and monitoring capabilities.",29,29,,"[""help reduce storage usage in their database by properly deleting old trace data, but the deletion operations weren't freeing up the expected amount of disk space due to how the database handles lightweight deletes and part merging."", 'fix a bug where the web interface crashes when trying to view specific trace runs that contain base64-encoded images in the prompt, making the run details page inaccessible.', 'resolve an account access issue caused by abnormal tracing patterns in their application that generated 78 million runs in a single trace, impacting system availability. The user needs help identifying which project caused the issue and wants to understand how to prevent similar problems with their graph execution patterns.']"
98,Delete specific LangSmith organizations from accounts,"Users requested support to delete specific unwanted organizations from their LangSmith accounts, providing organization names and IDs for removal by the support team. These requests focused on cleaning up duplicate, test, or accidentally created organizations while preserving their primary organizational accounts and associated data.",21,21,,"[""rename an organization in the platform, as they accidentally created a duplicate organization with the same name and couldn't find a way to change the organization name through the user interface."", 'delete an organization that was created by mistake, which had no users or projects and was in a ""waiting for billing"" status. This is an account management request that was successfully completed by the support team.', 'delete an organization from their account, as there was no way to perform this action through the user interface. This is an account management request that was successfully completed by the support team.']"
99,Implement API authentication systems and resolve deployment infrastructure issues,"Users needed help implementing and troubleshooting API authentication and authorization systems, including custom backend authentication, API key management, OAuth integration, and user access controls. They also requested guidance on API deployment infrastructure issues such as error handling, retry mechanisms, database migrations, thread management, and configuration problems in cloud and self-hosted environments.",21,21,,"['provide information about cache control functionality in the Python library after updating to version 0.10.30.', 'resolve authentication issues with API calls and understand how to properly implement authentication for frontend applications using the platform, specifically whether to use custom backend authentication or a passthrough server to manage API keys.', 'learn how to resume an existing thread run after an interrupt using the HTTP API, rather than creating a new run within the thread. The user is specifically seeking documentation and examples for the HTTP API rather than SDK-based solutions.']"
100,Troubleshoot LangChain API authentication and connectivity issues,"Users encountered various API connectivity and authentication issues across LangChain deployments, including problems with API key configuration, authentication headers, service tier access, and CORS policies. They also faced platform-specific integration challenges with Azure OpenAI, Google agents, MCP tools, and deployment authentication that required troubleshooting connection errors and configuration fixes.",23,23,,"['resolve an ""API key required"" error with their Open Agent server when trying to access MCP tools, specifically seeking help to either configure the API key properly or find alternative public MCP endpoints that don\'t require authentication.', 'access the `service_tier` information from ChatOpenAI responses in LangChain, which was not being returned in the response metadata despite being set according to the documentation.', 'resolve an issue with custom authentication in their deployed agent where the langgraph_auth_user configuration value is not being properly retrieved in the deployed environment, despite working correctly in their local development setup.']"
101,Manage tracing project lifecycle and administrative operations,"Users reported various issues with managing and maintaining their tracing projects, including problems with project deletion, restoration, and display functionality. They also encountered data retention issues, unwanted traces continuing to generate costs, and needed administrative controls like audit logging and bulk trace deletion.",15,15,,"['resolve a bug in the tracing platform where deleting the default project prevents creating new projects, causing a ""No projects found to resolve tenant"" error that blocks all functionality. The user also provided a detailed bug report with code analysis and a temporary workaround they discovered.', 'delete an organization and reset their personal organization with the default tracing project option.', 'resolve an issue where projects are not displaying properly in the platform despite showing a nonzero project count, which was ultimately traced to missing org_id and product_line metadata in traces causing them to be deleted by a churn job.']"
102,Implement LangSmith trace filtering and metadata management features,"Users requested various trace filtering and metadata management capabilities in LangSmith, including filtering by metadata fields, input parameters, and status values, as well as API-based querying and programmatic access to filtered traces. They also needed functionality to add metadata to completed traces, implement data redaction workflows, and resolve bugs in existing filter mechanisms that were not working as expected.",20,20,,"[""help with hiding an unwanted add-on that appears in Google Chrome when using a specific Docker Compose configuration for a localhost deployment. The user wants to know if there's a parameter or configuration update needed to resolve this browser extension visibility issue."", 'report a bug in the tag filter functionality within the playground, where clicking on a tag to filter traces does not display the original run that should be included in the filtered results.', 'add metadata to a trace after the trace has completed, specifically wanting to include request identifiers that are only available after API requests finish. The assistant provided a solution using an update function with metadata parameters.']"
103,Fix LangSmith evaluation platform bugs and configuration issues,"Users experienced various bugs and configuration issues with the LangSmith evaluation platform, including problems with run deletion, experiment overwriting, custom evaluator filtering, and SDK version compatibility. They also encountered errors with online evaluators, caching issues, data display problems, and API integration failures that prevented proper execution and storage of evaluation results.",22,22,,"['fix a bug with caching in their evaluation setup where enabling the test cache environment variable causes a streaming response content error, specifically an issue with accessing streaming response content without having called read() first.', 'get the experiment ID back immediately after calling the evaluate function in the TypeScript SDK without waiting for the entire experiment to complete, so their UI can share a link to the running experiment. They initially asked about availability of aevaluate in TypeScript SDK but clarified they need asynchronous experiment tracking functionality.', 'resolve issues with a custom evaluator in the dashboard where feedback scores were randomly displaying as ""No Feedback"" in the experiment comparison view despite correct data being returned, and additionally to get cost tracking working properly for AI model usage.']"
104,Configure LangSmith trace limits and billing plan quotas,"Users needed to understand and configure trace usage
limits across different LangSmith billing plans, including clarification on
how limits apply per account versus per seat and investigation of rate limiting
issues despite being within allocated quotas. They also sought guidance on
trace retention policies, overage billing behavior, and troubleshooting
configuration problems that were causing incorrect limit warnings or blocking
trace functionality.",11,11,,"['understand how the Extended plan upgrade affects trace retention, specifically whether existing traces are extended to 400 days and if the 400-day limit can be increased.', 'increase the trace limits in their account. The support representative explained that trace limits can be increased by upgrading from the free plan to the developer plan with a credit card, or by adjusting usage limits in the settings configuration.', 'clarify the billing and account structure for the plus plan, specifically whether the 10k trace limit applies per account or per seat, and to understand the benefits of multiple seats versus separate individual accounts.']"
105,Handle unsolicited marketing and SEO service solicitations,"Users received unsolicited marketing communications offering various promotional services including SEO optimization, link building, guest posting, backlink creation, and mobile app development services. These inquiries were unrelated to technical development and primarily consisted of spam solicitations seeking business partnerships or paid promotional opportunities.",26,26,,"[""inquire about linking opportunities and SEO link exchanges for their website. This is classified as an outlier since it's unrelated to technical development and instead focuses on marketing/SEO partnerships."", ""provide SEO services to improve website ranking on search engines. This is an outlier as it's unrelated to technical development or LangChain support."", 'inquire about collaboration opportunities for link placements or guest contributions on the website. This is an outlier as it is unrelated to technical development and is instead a business/marketing inquiry about paid content partnerships and SEO link building services.']"
106,Configure LangSmith analytics monitoring and evaluation workflows,"Users requested various analytics and monitoring capabilities for LangSmith deployments, including accessing cost data for SQL analysis, filtering LLM outputs, and configuring trace routing. They also sought evaluation features like running LLM judges on datasets, creating annotation queues, and accessing reasoning tokens in structured outputs.",14,14,,"['get guidance on comparing different LLM providers when prompts need to be adapted for each one, and to learn about DSPy integration with LangChain for automated prompt tuning to reduce manual effort.', 'dynamically specify which project to send traces to when invoking LLM calls, rather than relying on static environment variables, so they can separate automated test traces from human-generated traces in their observability system.', 'capture and view the ""thinking"" or reasoning parts of LLM responses in LangSmith when using structured output with a specific model configuration. The support team confirmed this feature is not currently available and created a ticket to add support for reasoning tokens.']"
107,Resolve billing account and payment processing issues,"Users encountered various billing account issues including incorrect email addresses preventing receipt downloads, duplicate invoices, failed payments, unexpected charge increases, missing payment records, and pricing tier corrections. They also requested administrative assistance with phone verification for banking information, invoice documentation, and payment method changes from credit cards to wire transfers.",30,30,,"['resolve a billing/payment issue related to an invoice payment processing matter. This is classified as a billing-related support request rather than a technical development issue.', 'investigate and explain a billing discrepancy where their invoice was significantly higher than previous months, specifically questioning the accuracy of charges and seeking clarification on usage patterns that led to the billing anomaly.', ""resolve a billing and payment issue where their credit card payment keeps failing due to insufficient funds, which they believe is caused by a previous charge that hasn't been refunded yet. The user ultimately requests to either process the refund quickly so they can make the new payment, or alternatively to cancel the refund and extend their service period instead.""]"
108,Report security vulnerabilities and inquire about bug bounty programs,"Users reported security vulnerabilities they discovered in the platform and inquired about bug bounty programs for responsible disclosure. They sought information about vulnerability reporting processes, compensation structures, and security contact details for submitting their findings.",21,21,,"[""report security vulnerabilities related to HSTS (HTTP Strict Transport Security) and SSL/TLS encryption issues on the company's website, and to request monetary compensation for the vulnerability disclosure."", ""inquire about bug bounty rewards for reporting security vulnerabilities they discovered on the company's website, and to understand which domains and repositories are eligible for the bug bounty program."", ""report a security vulnerability related to DNSSEC not being configured on the company's domain. The user submitted a detailed bug report about DNS security configuration issues and later threatened to publicize the vulnerability when informed it wasn't part of the bug bounty program.""]"
109,Enhance LangSmith dataset management and visualization features,"Users requested comprehensive dataset management and visualization enhancements for the LangSmith platform, including folder organization, metadata integration, version control with audit trails, and cross-project accessibility features. They also sought advanced dataset functionality such as filtering by output values for few-shot learning, programmatic data splitting for ML workflows, dashboard creation with automatic project data aggregation, and collaborative features like commenting on test cases.",16,16,,"[""make datasets accessible across projects, specifically wanting to add runs from different projects to a dataset that lives in another project. The support team explained that this functionality isn't natively supported across workspaces but can be achieved using the SDK/API, and recommended using resource tags as the preferred way to organize resources across different projects."", ""help resolve errors they're encountering when trying to create charts with data splitting functionality on a dashboard, specifically wanting to graph token usage and cost splits by metadata values set on traces."", 'add a folder feature to the datasets view in the platform for better file organization and management as the number of datasets grows. The support team suggested using existing resource tags functionality as an alternative solution and provided documentation for this feature.']"
110,Classify petroleum sales spam as outliers in support tickets,"Users submitted multiple instances of unsolicited petroleum and fuel commodity sales inquiries that were classified as outliers since they were unrelated to LangChain technical development or customer support. These spam messages typically offered various oil products, aviation fuels, diesel, and crude oil for purchase, requiring classification to filter them from legitimate technical requests.",25,25,,"['classify this as an outlier. This is a spam message offering to supply oil and fuel products, which is unrelated to technical development or customer support.', 'classify this as an outlier. This is a sales inquiry from a petroleum company offering to sell various fuel commodities and requesting purchase orders, which is unrelated to technical development or customer support issues.', 'classify this as an outlier. This is an unsolicited sales offer for oil products from a company claiming to be a direct mandate to refineries, which is unrelated to technical development or customer support.']"
111,Debug deleted LangChain support conversations and UI issues,"Users requested technical support for various LangChain-related issues including tutorial records not appearing, UI permissions problems, and structured output functionality, but most message content was deleted making specific problem diagnosis impossible. The requests also included testing platform features like the ""/unthread"" command and investigating deleted conversation data recovery.",11,11,,"['help with an issue where records are not appearing in a tutorial, but the specific details of the request cannot be determined because the message content was deleted.', 'help with a technical issue that was flagged to support, but the specific technical details were deleted from the message thread making it impossible to determine the exact nature of the request.', 'answer a question about a conversation that was deleted, making it impossible to determine any technical request or classify the query.']"
112,Dispute unexpected subscription charges and request billing refunds,"Users requested refunds and billing adjustments for unexpected or disputed charges related to subscription renewals, extended data retention features, and service overcharges they claimed were accidental or unauthorized. They sought to resolve billing discrepancies, cancel unwanted subscriptions, and obtain refunds for services they believed they had not used or had mistakenly activated.",31,31,,"['resolve a billing issue where they were incorrectly charged for usage on what they believed was a free plan, and to ensure no further unexpected charges occur on their account.', 'get a refund for an unexpected charge after they believed their plan was already canceled. This is a billing and account-related issue that was successfully resolved with a refund and plan cancellation confirmation.', 'process a refund for a subscription due to technical issues with the console functionality that prevented effective use of the platform. The user experienced technical difficulties that made the service unsuitable for their project requirements.']"
113,Configure LangSmith tracing customization and integration features,"Users needed to configure and customize LangSmith tracing functionality to meet specific monitoring requirements, including selective parameter capture, metadata access, cost visibility, and trace hierarchy management. They sought to integrate LangSmith with external systems like OpenTelemetry and MITM proxies while customizing trace displays, filtering capabilities, and data retention policies.",21,21,,"[""help them bundle traces into Threads using the LangSmith SDK, specifically how to dynamically add metadata at runtime to the trace root rather than just child traces. The user needed guidance on alternative methods to set metadata beyond using Python decorators, which don't support dynamic values generated at runtime."", 'learn how to create custom charts and filter traces based on specific conditions in the Dashboards tab of LangSmith, particularly for monitoring latency metrics.', 'add waterfall view support at the turn level within the thread view feature for tracing projects, similar to how waterfall view is available outside of the threads tab for regular traces.']"
114,Troubleshoot self-hosted platform upgrades and LangChain library integration issues,"Users encountered various technical issues with self-hosted platform deployments and LangChain library integrations, including version upgrade failures, networking problems, and library-specific bugs in components like langchain-postgres and tiktoken. Support requests involved troubleshooting deployment instabilities, resolving dependency conflicts, fixing library validation errors, and addressing documentation gaps after system updates.",22,22,,"['help with upgrading their deployment from version 0.7.45 to the latest release, specifically resolving a Redis StatefulSet error that prevents successful upgrade due to forbidden spec field updates, and to schedule a working session to review their configuration file before applying the helm release.', 'investigate and fix missing documentation that was broken after a specific commit, particularly affecting vector store integration documentation. The issue was acknowledged and resolved through a pull request that was subsequently merged.', 'fix critical issues in the platform where image processing options (specifically the ""detail"" property for resolution settings) cannot be specified in the UI when defining image variables, and the SDK returns prompts lacking this property, causing errors and blocking their engineering team\'s product development.']"
115,Troubleshoot LangSmith configuration and tracing integration issues,"Users experienced various LangSmith configuration and integration issues including auto-deployment failures, trace routing problems, project management errors, environment variable conflicts, and API connectivity problems. They also encountered tracing visibility issues, authentication errors, browser compatibility problems, and documentation inconsistencies that prevented proper monitoring and debugging of their LangChain applications.",16,16,,"['get help with implementing a custom retriever in LangChainJS that can properly show retrieval calls in LangSmith traces, specifically for a custom method that fetches documents using other documents as references. The user needs guidance on how to pass callback managers between methods to ensure proper tracing functionality.', 'resolve an issue with the auto-deployment feature in LangSmith, where pushing code to the repository is not triggering the expected automatic deployment despite having the feature enabled and properly configured.', 'help with an observability setup issue where their project was not showing up after running their script, which was resolved by properly setting environment variables instead of including them directly in the code.']"
116,Manage LangGraph deployment quotas and license configurations,"Users requested assistance with managing their account quotas and licensing for LangGraph deployment services, specifically seeking increases to deployment limits beyond default values and resolution of license key verification issues. Support teams addressed these requests by increasing deployment quotas from 1 to 5 deployments for multiple organizations and providing guidance on license management and renewal processes.",27,27,,"['downgrade from a plus plan to a developer seat on LangSmith and to increase their LangGraph deployment quota to 4-5 deployments so they can proceed with their development work.', ""increase their quota for LangGraph Cloud deployments to support two proof-of-concept projects they are working on for their business. The support team successfully increased their organization's deployment quota from the default to 5 available deployments."", 'upgrade their self-hosted LangGraph version to the latest version as soon as possible. The assistant confirmed that the upgrade can be performed using their existing key without any impact or egress attempts.']"
117,Fix LangSmith platform UI bugs and enhance SDK functionality,"Users requested various improvements and fixes for LangSmith platform functionality including UI bugs, SDK enhancements, and feature additions. They sought solutions for issues like missing async prompt methods, UI button malfunctions, run sharing controls, prompt variable handling, and API retry logic configuration.",38,38,,"['provide an async version of the pull_prompt() method in the langsmith SDK, as the current AsyncClient does not support this functionality that their team needs for their LLM application integration.', 'help with LangSmith API issues, specifically how to create new projects and specify project parameters when making Create Run API calls. The user initially had trouble with API requests but that resolved itself, then needed guidance on project management and API parameter configuration.', 'find a way to prevent LangSmith from interpreting curly braces ({}) as variables in prompts, since they need to use curly braces for their proprietary language syntax without triggering variable detection that prevents running prompts in the playground.']"
118,Complete third-party vendor security questionnaires for compliance,Users were asked to complete security questionnaires from third-party risk management platforms as part of vendor security review and compliance assessment processes. These requests involved providing security documentation and trust center materials for business compliance rather than technical development work.,12,12,,"[""complete a security questionnaire as part of a vendor security review process. This is classified as an outlier since it's unrelated to technical development and instead involves compliance/security documentation requirements."", ""complete a security questionnaire from a third-party risk management platform. This is classified as an outlier since it's not related to technical development but rather a compliance/security assessment request."", ""complete a security questionnaire for a third-party security platform. This is an outlier as it's not related to technical development but rather a compliance/security assessment request.""]"
119,Build LangGraph multi-agent chat systems with UI integration,"Users requested comprehensive assistance with implementing multi-agent systems and chat interfaces using LangGraph, including resolving serialization errors, integrating multiple tools, implementing Agent Inbox functionality, and handling multimodal inputs with images. They also sought guidance on building custom chat UIs with file upload capabilities, managing chat history persistence, implementing user-specific features like double texting protection, and integrating external components through REST APIs and MCP tools.",19,19,,"['get a recommendation for a library or framework (in Python or JavaScript) to quickly create a chat interface that integrates with a langgraph agent, supports file uploads, and renders agent responses nicely with different formatting for tool calls versus regular messages.', 'schedule a meeting to discuss best practices, design patterns, and performance optimizations for their leasing AI assistant chatbot built with LangGraph, including guidance on scalability, maintainability, NLP workflow optimization, and upcoming ecosystem updates.', 'customize the agent chat UI in a web framework to hide internal system messages and only display final answers to users, along with guidance for adapting the interface for user testing prototypes.']"
120,"Configure SSO
authentication and helm chart automation for self-hosted deployments","Users requested
technical assistance with configuring and troubleshooting SSO authentication
(OIDC and SAML) for self-hosted deployments, including network connectivity
issues, helm chart configuration, and internal IP address setup. They also
sought help with programmatic API access for dashboard creation, multi-
organization setup strategies, and database-level admin user bootstrapping to
avoid manual setup and production lockouts.",8,8,,"['help set up single sign-on (SSO) using OIDC with a cloud identity provider for a self-hosted application, specifically seeking guidance on configuration settings and troubleshooting network connectivity issues that prevent access to required API endpoints.', 'find a way to configure their helm chart values to automatically recreate organizations and add users in their self-hosted deployment, preventing manual setup after database operations that cause organization deletion. They want to avoid getting locked out of production during incidents when the underlying database gets wiped or migrated.', 'obtain API documentation for creating dashboard sections and charts programmatically. The assistant provided a link to the REST API documentation for charts and dashboards.']"
121,Debug experiment platform UI and performance issues,"Users encountered multiple issues with the experiment platform's UI functionality, including performance bottlenecks when running large-scale evaluations, data filtering and display bugs, and problems with experiment result visualization. They requested troubleshooting help for resource exhaustion errors, data duplication issues, missing evaluation metrics display, and various UI bugs affecting experiment management workflows.",42,42,,"[""fix issues with dataset version tagging in the JS client's evaluate function, specifically problems with timestamp precision inconsistencies and incorrect version tagging when examples are deleted, plus they need the ability to tag a specific dataset version after an experiment completes."", 'resolve performance issues with evaluators in their workspace, specifically high latency and frequent failures when running evaluations, along with UI inconsistencies when grouping experiment results by metadata keys.', 'resolve an issue where experiment view reporting is not working properly after a dataset restore, specifically when running evaluations on older tagged dataset versions where the CLI tool executes correctly but the UI shows empty runs despite traces being generated.']"
