cluster_id,name,description,size,total_size,member_clusters,sample_summaries
138,Fix LangGraph platform Python dependency configuration deployment errors,"Users encountered deployment failures on LangGraph cloud platform where their applications failed to build due to missing Python module dependencies and incorrect configuration file settings. The issues were resolved by properly configuring dependency references in the configuration files, correcting file path specifications for requirements.txt, and adjusting starting path configurations to ensure proper module imports during cloud deployment.",4,4,,"['help with a deployment failure on a cloud instance due to a missing module, specifically needing guidance on how to properly configure dependencies in the configuration file to include packages from a requirements file.', 'help with a deployment error on the platform where the build process was failing due to incorrect configuration in the configuration file, specifically treating ""requirements.txt"" as a package name instead of a file path reference.', 'help with a deployment error on the platform where their agent fails to deploy due to a missing Python module dependency, specifically requiring assistance with proper project structure and dependency configuration to resolve the ModuleNotFoundError.']"
139,Resolve LangSmith API authentication and rate limiting integration issues,"Users encountered various authentication and rate limiting issues with LangChain/LangSmith API integration, including missing authentication headers for platform deployments, intermittent connection closures, and 429 rate limit errors. The support team provided guidance on implementing secure authentication patterns, custom auth functions for usage limits, and investigated temporary rate limiting issues that resolved automatically.",6,6,,"['help with missing authentication headers on API calls for their platform deployment. The user needed guidance on how to properly authenticate API requests from a frontend application, which required implementing a custom backend or passthrough server to manage API keys securely.', 'help with a 404 error when connecting to a cloud server through an integration. The user ultimately resolved the issue by correcting the authentication headers being passed to the cloud service.', 'understand the support conversation, which is actually a proactive notification from the support team about API rate limiting issues and recommendations to switch to newer, more efficient endpoints to avoid future problems.']"
140,Follow up on pending LangChain support request responses,"Users submitted multiple follow-up requests asking for confirmation of email receipt and status updates on their pending LangChain/LangSmith support inquiries, including questions about LangGraph Studio and product usage guidance. The support team acknowledged these follow-up communications and committed to providing initial responses within the next business day for the outstanding requests.",11,11,,"['provide a follow-up on a pending response to a previous inquiry, but the support team has no record of the original request and is asking for clarification on what the initial inquiry was about.', 'provide a follow-up on a previous email they sent, asking if it was received and if there are any updates available.', 'help with a question about LangGraph Studio. The support team acknowledged the issue and indicated they would provide an initial response within the next business day.']"
141,Configure LangSmith BYOC and self-hosted infrastructure deployments,"Users requested comprehensive assistance with LangSmith self-hosted and BYOC (Bring Your Own Cloud) deployments, including infrastructure setup, ClickHouse database configuration, and managed service arrangements. The support requests focused on deployment architecture guidance, database TTL settings, high-traffic preparation, cluster migration strategies, and VPC endpoint connectivity for production-scale implementations.",8,8,,"['provide assistance with deploying BYOC (Bring Your Own Cloud) and self-hosted LangSmith with managed ClickHouse, with specific team members assigned to work on the implementation to get it live as soon as possible.', 'help them configure TTL (Time To Live) settings for ClickHouse and Redis in their LangSmith deployment, specifically wanting to change the redisRunsExpirySeconds setting and understand if services need to be restarted after the configuration change.', 'prepare for a high traffic launch on the platform, with expected traffic of roughly 57 million LLM calls per week. They are asking if there is anything they should be watching out for or anything that needs to be prepared before they go live.']"
142,Resolve LangSmith platform deployment and SDK integration issues,"Users experienced various LangSmith platform and SDK integration issues including deployment upgrades, auto-deployment failures, authentication errors, tracing problems, UI bugs, and API connectivity issues across both self-hosted and cloud environments. The support requests involved troubleshooting SDK version compatibility, environment variable configuration, Redis settings, SSL certificate verification, and resolving platform-wide integration API problems.",28,28,,"['help with a bug in the LangSmith SDK where deleting the default project prevents creating new projects due to a ""No projects found to resolve tenant"" error, and they provided both the issue details and a workaround they discovered in the code.', 'help with a LangSmith deployment upgrade from version 0.7.45 to the latest release, specifically resolving a Redis StatefulSet configuration issue that was preventing the upgrade from completing successfully.', 'help them with an auto-deployment feature issue in LangSmith where pushing code to the repository does not trigger the expected automatic deployment despite having the feature enabled. The support team identified this as a platform-wide issue caused by changes to the integration API and provided a timeline for the fix.']"
143,Collect LangSmith playground feature feedback and UI enhancement requests,"Users provided positive feedback on LangSmith playground features, including memory interrupts and the new waterfall view, while also sharing suggestions for UI improvements. They requested enhancements to template auto-updating with variable mapping changes, layout optimization for better space utilization, easier model switching functionality, and sought information about OpenAI compliant model usage.",6,6,,"['provide positive feedback about the memory interrupts feature, expressing satisfaction with this functionality.', 'provide positive feedback on a new waterfall view feature that was recently added, expressing appreciation for the enhancement.', 'provide a UI improvement suggestion for the playground feature in the evaluation tool, specifically requesting that the template automatically update when variable mapping selections are changed instead of requiring manual preview toggling.']"
144,Troubleshoot LangGraph interrupt handling and LangSmith observability issues,"Users experienced complex issues with LangGraph interrupt handling and human-in-the-loop functionality, including interrupts disappearing, not processing correctly in deployed environments, and failing to work properly within subgraphs or when using specific multitask strategies. Additionally, users encountered LangSmith observability problems where trace statistics and run completion status were inaccurately displayed for interrupted or complex graph executions, along with performance concerns about managing growing session data and understanding resource utilization.",13,13,,"['help with LangGraph generative UI interrupts disappearing after responding to them, and later reported issues with interrupt messages not being processed correctly in the deployed environment despite working locally.', 'help with a technical issue related to human-in-the-loop interrupts within subgraphs in LangGraph, specifically when a main graph contains subgraphs with different schemas and the interrupts are not working properly when executed from the main graph despite working correctly when testing the subgraph in isolation.', 'help them with a LangSmith observability issue where trace statistics (total time and token counts) were not accurately reflecting the complete data when resuming interrupted LangGraph runs, requiring troubleshooting of run ID management and thread view functionality.']"
145,Block unsolicited SEO and link building marketing spam,"Users submitted unsolicited marketing inquiries about SEO link building, paid link placements, and guest posting opportunities on the LangChain website. These requests were categorized as spam since they were commercial promotional offers unrelated to technical support for LangChain or LangSmith products.",4,4,,"[""inquire about linking opportunities and SEO link exchanges with the website, which falls under the spam category as it's an unsolicited marketing inquiry unrelated to technical support."", 'inquire about paid link placement opportunities, link exchanges, and banner advertising on the website, which falls under spam/marketing rather than technical support.', ""provide information about link building opportunities, paid article placements, and link exchange partnerships on the website. This is categorized as spam since it's an unsolicited marketing inquiry unrelated to technical support.""]"
146,Troubleshoot LangSmith trace display and completion issues,"Users experienced various issues with LangSmith trace display and completion, including extremely high latency numbers in traces for streaming responses, traces appearing as orphans, traces hanging or not loading properly, and incomplete conversation thread traces in serverless environments. They sought troubleshooting assistance to resolve these tracing context problems, display issues, and trace completion failures that were affecting their ability to monitor and debug their applications effectively.",5,5,,"['help them understand why they are seeing extremely high latency numbers (10s of minutes to over an hour) in LangSmith traces for streaming responses, which appear to correlate with GeneratorExit errors and pending run statuses.', 'help them with a tracing_context issue that is not applying to their environment and run, seeking suggestions for what they might be missing such as wait_for_all_traces() functionality.', 'help with an issue where some traces are appearing as orphans in LangSmith, possibly related to a recent version upgrade. The user is seeking assistance to understand and resolve this tracing problem by scheduling a meeting to demonstrate the issue with examples.']"
147,Provide LangSmith compliance documentation for vendor security assessments,"Users requested LangSmith compliance documentation and security assessments as part of vendor management and supplier approval processes. The support team typically directed users to the trust center for SOC 2 reports and data processing agreements, while escalating enterprise-level security questionnaires to sales teams for detailed responses.",11,11,,"['provide a SOC II report for evaluating LangSmith with their company. The support team directed them to the trust center where they were able to successfully retrieve the compliance documentation.', 'help them with a data protection addendum assessment that has been assigned to them. They need to complete questions and submit back to the approver for a supplier data protection addendum.', 'complete a supplier data protection addendum assessment for compliance and security purposes. The support team directed them to the trust center and provided a pre-signed data processing agreement for execution.']"
148,Resolve LangSmith seat billing discrepancies and prorated charge calculations,"Users requested assistance with billing discrepancies and seat charge calculations on their LangSmith accounts, including prorated charges, invoice clarifications, and refunds for incorrectly billed seats. Support representatives provided detailed billing breakdowns, processed refunds, and explained the seat-based billing structure and prorated charging system for mid-month changes.",13,13,,"['add more seats to their account without upgrading to an enterprise plan, which evolved into a sales inquiry about enterprise pricing and features after learning about the unlimited seats and trace-based billing model.', 'provide a revised invoice for $53.89. The support team clarified that the original invoice was refunded and provided copies of subsequent prorated charges for seat additions.', 'clarify a confusing ""prorated seats"" line item on their invoice, which the support team explained was a delayed billing charge due to a technical issue with their billing provider in late April/early May.']"
149,Resolve AWS Bedrock integration issues in LangChain Python,"Users experienced technical issues with AWS Bedrock integration features in LangChain OSS Python, including problems with LLM cache and structured output compatibility, missing tool calling support for newer model versions, and difficulties accessing prompt caching functionality. Support helped resolve AWS request ID metadata issues in LangSmith tracing, provided guidance on integrating fine-tuned models using BedrockLLM class, and explained proper implementation of prompt caching with system messages and token tracking.",6,6,,"['help them with a technical issue where the LLM cache and structured output functionality are not working together properly, causing cache misses when using custom pydantic models with the structured output feature.', 'help them with a technical issue related to tool calling support for a specific model in the langchain-aws library, where the code was hardcoded to only support an older version and needed to be updated for the newer model version.', 'help them understand how to enable prompt caching functionality with Bedrock Converse models, which is an OSS Python support request about implementing AWS Bedrock integration features in LangChain.']"
150,Resolve LangSmith tracing visibility and performance issues,"Users experienced various LangSmith tracing system issues where traces were missing, not appearing, being dropped, or experiencing performance degradation due to large payloads, storage problems, and system resource limitations. These problems were resolved through fixes like consolidating client instances, enabling S3 blob storage, addressing storage saturation, correcting API keys, upgrading infrastructure, and implementing proper data retention policies.",14,14,,"[""help with missing traces in their LangSmith application, where no traces are appearing for runs made that day, and they're experiencing issues with version 0.9.5 after rolling back from a newer version."", 'help with a LangSmith observability issue where old traces are overwhelming the system and rule matching has stopped working, along with requests to split ingestion and rules workers, configure Redis trace storage lifetime, and adjust data retention settings.', ""help with a LangSmith support issue where projects weren't displaying in the tracing interface despite showing 400+ projects in the workspace, which was caused by a database memory limit error that was eventually resolved after a system upgrade, followed by a secondary issue with user invitations not working properly across organizations.""]"
151,Resolve general team workspace and member invitation management issues,"Users requested assistance with general team management and workspace administration issues across various platforms, including creating teams, managing member invitations, resolving workspace access conflicts, and configuring organizational settings. These requests focused on basic collaboration setup and account management tasks rather than specific LangChain technical functionality.",7,7,,"['create a new team in Teams.', 'help them invite other people to join a meeting. The conversation focuses on different methods for adding participants to a scheduled meeting, including changing permissions, sharing email addresses for manual addition, forwarding invitations, and using alternative meeting platforms.', 'help them with their inability to invite members after upgrading to the Enterprise plan, which is a General Account Management issue related to adding users to their organization.']"
152,Improve LangChain support operations through interaction categorization,Users requested help with categorizing and analyzing LangChain/LangSmith support interactions to improve their internal support operations. They sought assistance in systematically identifying common customer issues and enhancing service quality within the LangChain ecosystem.,9,9,,"['help them categorize and analyze LangChain/LangSmith support interactions to improve support operations, identify common customer issues, and enhance service quality within the LangChain ecosystem.', 'help categorize and analyze LangChain support interactions to improve support operations, identify common customer issues, and enhance service quality within the LangChain ecosystem.', 'help categorize LangChain support interactions to improve support operations, identify common customer issues, and enhance service quality within the LangChain ecosystem.']"
153,Resolve LangSmith dataset management and evaluation processing issues,"Users experienced multiple dataset-related technical issues in LangSmith, including problems with dataset creation, data visualization, example management, and evaluation processing. They encountered bugs with tool call ID deletion, input column display limitations, stuck evaluators, and various dataset manipulation errors that required workarounds or support team intervention.",16,16,,"['help them with a 500 server error when trying to upload a large dataset (19k examples) via the API, which was determined to be a bug with bulk uploads that could be worked around by uploading in smaller batches.', 'feature their open-source fine-tuning data augmentation tool that integrates with the platform, seeking promotional support rather than technical assistance.', 'help them with a bug report about being unable to delete tool call IDs in the dataset example addition view, which they worked around by editing raw JSON.']"
154,Resolve LangGraph Studio setup and configuration technical issues,"Users encountered various technical issues while setting up and configuring LangGraph Studio, including JavaScript errors, ingress configuration problems, and connectivity issues with local development servers. The support requests involved troubleshooting application setup, reverse proxy configuration, and resolving specific errors that prevented Studio from loading or functioning properly.",7,7,,"[""get help with setup and configuration errors they're encountering while trying to use the studio application and various project templates. The support agent requested specific error details, screenshots, and reproduction steps to help troubleshoot the issues."", 'help with configuring a reverse proxy to access the Studio web interface through their server infrastructure, and understanding how Studio communicates with their local development server in a secure environment.', 'help with an issue related to the configuration of the ingress for the studio. The user is experiencing problems with the studio not working properly in their deployment, though the documentation endpoint is accessible.']"
155,Manage LangSmith workspace migration and organization account setup,"Users requested administrative assistance to reorganize their LangSmith workspace structures by moving projects between personal and organization accounts, upgrading plans to support team collaboration, and managing workspace configurations. These requests involved complex account migrations, billing adjustments for project transfers, and workspace limit increases to accommodate organizational deployment needs.",6,6,,"['delete multiple archived workspaces from their organization account, providing specific workspace names and IDs for removal.', 'upgrade from Developer to Plus plan and set up a centralized organization account that allows multiple team members to access existing work previously created under a personal account.', 'provide guidance on organizing organizations and workspaces in their internal deployment, and to delete a default organization that they no longer need.']"
156,Handle fraudulent phishing document signature spam targeting LangChain support,The support team received multiple fraudulent phishing and spam emails that impersonated legitimate companies and requested document signatures through third-party services. These unsolicited communications were appropriately identified as security threats and rejected by the LangChain support team to protect against potential fraud attempts.,18,18,,"['categorize and analyze a potential spam or phishing message that was incorrectly sent to a support system, where the support team appropriately declined to process an unrelated document signing request for security reasons.', 'categorize a spam email that was automatically generated and contains an electronic document notification in Spanish. This falls under the ""Spam"" category as it\'s an unsolicited automated email unrelated to technical support.', 'categorize a spam or irrelevant message that contains a one-time passcode, which falls under the ""Spam"" category as it appears to be an unsolicited or misdirected automated message rather than a legitimate support request.']"
157,Address AI domain name sales spam targeting LangChain users,Users received unsolicited marketing emails offering to sell AI-related domain names for their businesses. These were spam/marketing solicitations that were unrelated to any legitimate LangChain or LangSmith technical support needs.,5,5,,"['purchase AI-related domain names for their business. This is a spam/marketing inquiry unrelated to LangChain or LangSmith support.', 'consider purchasing a domain name for their business. This is a sales inquiry unrelated to any technical support needs.', 'purchase a domain name for their business. This is not a LangChain/LangSmith support request, but rather a domain sales solicitation that should be categorized as spam.']"
158,Process LangSmith subscription cancellations and billing modifications,"Users requested subscription management support for their LangSmith accounts, including cancellations, non-renewals, billing modifications, and cost reduction assistance. The support team processed these billing administration requests by confirming cancellations, updating subscription statuses, resolving duplicate charges, and providing pricing adjustments where applicable.",18,18,,"['cancel their subscription effective 2/28/2025 due to a cancelled credit card and internal company restructuring. The support agent confirmed the cancellation request and updated the subscription status accordingly.', 'cancel their subscription. The support team acknowledged the request and is working to confirm the correct account email address for processing the cancellation.', 'resolve a duplicate billing issue where they were being charged for two separate startup plan subscriptions ($19 and $57 monthly) when they only needed one. The support agent identified two organizations under the same email address, cancelled the unwanted subscription, and processed a refund.']"
159,Troubleshoot LangGraph Studio local UI and debugging issues,"Users experienced various UI errors and interface problems when using LangGraph Studio locally, including JavaScript errors, authentication failures, schema loading issues, and debugging setup difficulties. These issues were typically resolved through cache clearing, browser configuration changes, or fixing authentication and dependency problems specific to the local Studio environment.",14,14,,"['help with displaying output on local LangGraph Studio, as they can see results on the cloud version but not locally despite having no errors.', 'help with a LangGraph platform error that occurred when trying to open traces from root runs, specifically a ""Cannot read properties of undefined"" JavaScript error. The support team quickly deployed a fix that resolved the trace viewing issue.', 'help troubleshoot two technical issues with LangGraph Studio: a browser error when switching tabs that shows ""Cannot read properties of undefined (reading \'trim\')"" and a macOS desktop app authentication failure showing ""Failed to connect to LangGraph Server"". The user ultimately resolved the browser issue by clearing the cache folder after discovering it was caused by calling a deleted graph.']"
160,Troubleshoot LangGraph platform deployment build and configuration failures,"Users experienced various deployment failures on the LangGraph platform where their applications failed to build, deploy, or run properly despite working correctly in local development environments. The issues were primarily caused by configuration errors, dependency conflicts, infrastructure problems, and inadequate error logging that made troubleshooting difficult.",23,23,,"['help with LangGraph platform deployment issues, specifically requesting an increased beta quota for deployments and then troubleshooting GitHub integration authentication errors that prevented successful deployment revisions.', 'help with a LangGraph platform deployment issue where their server revisions are failing with system exit and asyncio cancellation errors after building successfully. The support team identified a control plane issue for creating new revisions and provided a fix, recommending the user try deploying a new revision.', 'help with a deployment issue on the platform where their project revision was failing due to having langgraph-api as a dependency in their requirements file.']"
161,Migrate LangSmith accounts from US to EU region,Users requested assistance with migrating their LangSmith accounts from the US region to the EU region for compliance purposes while preserving their startup plan discounts and associated data. The support team provided step-by-step migration instructions and worked out solutions to maintain startup plan benefits during the regional transfer process.,5,5,,"['help them migrate their LangSmith account from the US region to the EU region while maintaining their startup plan discount and ensuring no service interruption for their current clients. The support team worked out a solution to approve the startup plan on both accounts temporarily during the migration process.', 'help them migrate their LangSmith account data from US to EU region for compliance purposes, with plans to purchase additional seats after the migration is completed.', 'migrate their LangSmith account from the US region to the EU region while maintaining their approved startup discount status. The support team provided step-by-step migration instructions and successfully transferred the startup discount to the new EU organization.']"
162,Fix LangSmith prompt editing and playground functionality issues,"Users reported multiple bugs and issues with LangSmith's prompt editing and playground functionality, including missing model configuration data after system upgrades, non-functional diff viewing toggles, and missing edit buttons. They also requested feature improvements such as saving input examples with prompts, implementing version comparison capabilities, and adding team collaboration features like branching and merging for prompt management.",7,7,,"['help them with a bug in the prompt editing functionality on the platform. They are experiencing errors when trying to edit existing prompts, specifically related to missing model configuration data that appears to be caused by a recent system upgrade affecting the database structure.', 'help them with a feature request for viewing prompt text diffs in the playground. The user was unable to see changes in prompt content over time when using the ""Show diff"" toggle, which was caused by a bug that prevented messages from being rendered for their specific prompt structure.', 'help with a missing ""Edit in playground"" button in LangSmith that they normally use to edit prompts, and they want to know if this is a bug or if the functionality has been moved elsewhere.']"
163,Resolve LangSmith Plus plan subscription access and activation issues,"Users encountered various subscription access and account management issues with their LangSmith Plus plan subscriptions, including billing problems, account activation failures, and inability to access premium features. These requests involved resolving pending account states, payment interface malfunctions, locked accounts with disabled upgrade buttons, and subscription-related errors that prevented proper platform access.",10,10,,"[""provide the email support contact information for their Plus plan subscription, and then to inquire about getting one-time consulting help for a technical problem since Pro Plan subscribers don't receive advice on LangChain/LangGraph issues."", 'help them understand why their account is in a ""pending"" state and to clarify subscription requirements. The user wanted to downgrade from a paid plan back to the free tier but learned this isn\'t possible, so they needed assistance creating a new organization to access free tier services.', ""help them with their subscription billing issue where they were being charged for a plus plan but couldn't access the premium features. The issue was resolved when the support agent identified that the user was in the wrong organization and needed to switch to their paid organization to access the plus features.""]"
164,Resolve LangSmith SSO authentication and session timeout configuration issues,"Users encountered various Single Sign-On (SSO) authentication problems in LangSmith and LangGraph Studio deployments, including internal server errors during SAML metadata configuration, database field limitations, and duplicate entity ID conflicts. Multiple users experienced premature logout issues despite proper session timeout configurations, with problems occurring in both self-hosted and cloud deployments that required engineering fixes and configuration adjustments.",6,6,,"['help with SSO configuration issues in LangSmith, specifically encountering internal server errors when trying to save SAML metadata due to database field size limitations and duplicate entity ID conflicts.', 'help with an SSO configuration issue in LangSmith deployed on OpenShift where all users were getting logged out every 5 minutes despite having proper session timeout settings configured. The issue was eventually resolved with a fix released by the engineering team in a later version update.', ""help with a continuous logout issue they're experiencing with Google SSO authentication in the portal, which is making the platform annoying to use.""]"
165,Provide pricing information and billing clarification for LangChain ecosystem products,"Users requested pricing information and clarification about billing models for various LangChain ecosystem products including LangSmith, LangGraph platform, and general LangChain usage. Support requests covered educational pricing, startup packages, enterprise licensing, model provider billing structures, and cost tracking availability for different deployment scenarios.",7,7,,"['clarify the pricing display on the Models page in Workspaces, specifically asking whether the prices shown are for reference only and confirming that billing occurs directly with model providers rather than through the platform.', 'provide information about student pricing or educational access for LangChain and LangGraph for their bachelor thesis research on LLM Workflow Frameworks. The support team confirmed no student pricing plans exist but provided information about free resources, credit-based pricing models, and trial options.', 'provide pricing information for a product called ""LangChain (PigAI Edition)"". The support team clarified that LangChain itself is open source and only LangSmith and LangGraph platform products have associated costs, providing links to their respective pricing pages.']"
166,Configure LangGraph checkpoint management and state persistence systems,"The users encountered configuration and implementation challenges with LangGraph's checkpoint and state management system, seeking clarification on how to properly set up global checkpointers, manage thread persistence, and handle state restoration for interrupted workflows. They also needed guidance on understanding system limits, version changes, and platform-specific checkpoint behavior when deploying graphs with complex architectures including subgraphs and conditional routing.",6,6,,"['understand how to define global checkpointer and store configurations for graphs and subgraphs when using the platform and studio, specifically regarding the entrypoint decorator and compilation options.', 'provide guidance on efficiently saving and restoring checkpoints in LangGraph for interrupt handling in a stateless agent system. They specifically want to know if they need to persist the entire thread from the checkpointer or if a smaller subset of data would be sufficient to resume execution after an interrupt.', 'understand how recursion limits, step counting, and managed values work in complex graph architectures with subgraphs, specifically seeking clarification on whether these values reset between graph executions and how to properly control limits across nested subgraph scenarios.']"
167,Handle business partnership and collaboration inquiries,"Multiple users contacted support seeking various business partnership opportunities, collaboration arrangements, and commercial distribution relationships with the LangChain organization. These requests included proposals for regional partnerships, investment opportunities, API marketplace integration, community leadership roles, and development services rather than technical product support.",12,12,,"['provide product catalog information, minimum order quantities, delivery terms, and payment terms for establishing a business relationship. This appears to be a sales inquiry that was misrouted to technical support.', 'provide a partnership proposal for integrating their open-source crypto MCP with the platform, seeking collaboration opportunities like tutorials, developer community support, and hackathons. This falls under the ""Other Support - Sales"" category as it\'s a business development inquiry rather than a technical support request.', 'provide information about investment opportunities with the company. The support team responded that they are not currently seeking additional investments or partnerships.']"
168,Configure LangGraph platform recursion limit settings and resolve recursion errors,"Users requested help with recursion limit configuration and management issues on the LangGraph platform, including setting global default limits and understanding the precedence hierarchy. They also encountered GraphRecursionError exceptions and runaway processes causing infinite loops that required appropriate recursion limit settings to resolve.",4,4,,"['find a way to set a default recursion limit globally for the platform/cloud service, rather than having to pass it as part of each API call configuration. The user is experiencing higher recursion limits than desired and wants to configure a lower default value system-wide.', 'help with a runaway assistant that was constantly trying to authenticate to Snowflake at startup, causing an infinite loop in LangSmith that continued showing multiple runs per minute even after stopping the application, and requested guidance on appropriate recursion_limit settings.', 'help with a GraphRecursionError that occurs when executing a graph through the API, where the graph stops at a specific point and throws a recursion limit error, despite working correctly in Studio. The user also requested access to the community Slack channel for additional support.']"
169,Resolve LangGraph deployment and LangSmith project management issues,"Users experienced various issues with LangGraph platform project and deployment management, including database creation failures, deployment naming conflicts from lingering tracing projects, and migration problems. Support requests also involved LangSmith data management needs such as restoring deleted projects, bulk trace deletion, and resolving a playground bug with incorrect Azure model tagging in traces.",6,6,,"['help with a production deployment issue on the platform where database creation is failing, despite development deployments working correctly. The support team is troubleshooting by requesting deployment details and suggesting the issue may be related to non-unique project naming.', 'restore a deleted project on LangSmith that contained important traces and data, but the support team was unable to recover the accidentally deleted project.', 'resolve a deployment naming conflict on the platform where they cannot reuse a previously deleted deployment name due to a lingering project reference in the system. The support team explained that when deployments are deleted, the corresponding tracing projects are not automatically deleted and provided instructions to manually delete the project to resolve the issue.']"
170,Enhance LangSmith evaluation infrastructure and prompt optimization features,"Users requested enhancements to LangSmith's evaluation infrastructure, specifically batch endpoint support for rate limiting mitigation and binary file upload capabilities for online multimodal evaluations. They also sought information about production readiness and early access to experimental prompt optimization tools and APIs for classification problems and automated prompt engineering workflows.",4,4,,"['provide support for running evaluations using batch endpoints from inference providers to avoid rate limiting issues, particularly for larger ongoing evaluation jobs like daily production data processing or hyperparameter searches.', 'provide feedback on prompt optimization tools and APIs, specifically expressing interest in early access to prompt optimization features for classification problems, domain-specific enhancements, and behavior enforcement within their component generation system.', 'provide information about the production readiness of the experimental prompt engineering automation tool and recommendations for other similar tools that integrate with the platform for streamlining manual prompt engineering processes.']"
171,Delete and manage LangSmith organizations through admin support,"Users requested
assistance with managing LangSmith organizations, specifically needing help to
delete unwanted, duplicate, or empty organizations from their accounts. The
support team successfully processed these organization deletion requests and
also provided guidance on renaming organizations using API instructions.",8,8,,"['delete a specific organization ID and get help with creating new projects in LangSmith after accidentally deleting their default project.', 'delete or rename organizations in the GUI, specifically wanting to delete one organization and rename another, and ultimately requesting organization deletion support after learning it requires admin assistance.', 'delete an empty organization from their EU-based LangSmith account. The support team confirmed the organization details and successfully completed the deletion request.']"
172,Resolve LangSmith multi-turn conversation evaluation framework limitations,"Users requested guidance on evaluating multi-turn conversational AI interactions in LangSmith, encountering limitations with multi-message golden examples, per-example evaluators, and conversation history testing in the UI. They needed support for managing persistent tool state across messages, displaying both conversation-level and turn-level metrics, and evaluating audio-based conversations through the SDK.",5,5,,"['help with LangSmith evaluation framework limitations for conversational AI agents, specifically issues with multi-message golden examples in the UI, per-example evaluators, programmatic auto-evaluator creation, and playground functionality for conversation history testing.', 'understand what support is available for evaluating audio-based conversations through the SDK, and they were informed about current capabilities including creating datasets with audio attachments and running evaluations with audio-supporting models, plus upcoming UI support for audio evaluations.', 'provide guidance on how to evaluate multi-turn conversations between a bot and customers using LangSmith, specifically focusing on whether tools are called at appropriate times based on conversation history.']"
173,Process LangSmith billing refunds for unexpected charges and plan upgrades,"Users requested refunds for unexpected or unintended LangSmith billing charges, primarily related to extended data retention fees, automatic plan upgrades due to exceeding free tier limits, and accidental subscription activations. Support teams consistently processed courtesy refunds and provided guidance on spending controls to prevent future billing surprises.",21,21,,"['help with a billing issue where they were incorrectly charged $288.41 despite being on the free plan, and they requested a refund and assurance that no further charges would occur. The support team explained that the account was automatically upgraded to a developer plan due to usage exceeding free tier limits, processed a refund as a courtesy, and reverted the account back to the free plan.', 'provide a refund for an unexpected charge that occurred after they believed their plan was canceled. The support team processed the refund and confirmed the plan cancellation.', 'provide a refund for an unexpected credit card charge that occurred immediately after upgrading to a paid plan, as they believed they had sufficient credits and expected a trial period rather than immediate billing.']"
174,Resolve LangSmith tracing UI display and SDK integration issues,"Users experienced various LangSmith tracing interface and SDK functionality issues including missing structured output schemas in the Playground, truncated input traces, navigation problems with pairwise evaluator trace links, and UI display customization needs. They also encountered technical problems with trace data export capabilities, multimodal content support, OpenTelemetry span naming, and SDK integration issues with proxy configurations and malformed data uploads.",23,23,,"['add user traceability features in LangSmith, specifically requesting user information tracking for prompt commits, user annotations, and any UI operations where users can create, update, or delete content, including support for self-hosted deployments.', 'help them with a LangSmith support issue related to accessing prompts in traces, which they demonstrated through a video walkthrough. The issue was resolved after the support team inquired about their software versions and consulted with engineering.', 'provide information about whether images can be sent as part of a trace in LangSmith. The support agent confirmed this capability and provided documentation links for both base64 URL encoding and more efficient attachment methods for multimodal tracing.']"
175,Provide multi-component LangChain ecosystem technical guidance and troubleshooting,"Users requested technical guidance and troubleshooting assistance across multiple LangChain ecosystem components, including debugging ChatOpenAI token counting methods, configuring model integrations with LangSmith playground, implementing LangGraph API features, and understanding framework-specific behaviors like tracing differences and context caching. The requests also included seeking information about academic access programs, third-party SDK integrations, and documentation clarification for various LangChain OSS components like ElasticsearchStore and retriever implementations.",19,19,,"['provide information about academic access options, education credits, or research grants for using LangChain and LangSmith in a university research environment focused on AI-powered agent design and creative automation.', 'help them understand the conversation between an AI assistant and a user about a technical issue with compiled subgraphs as nodes and interrupts in LangGraph. The user wants to know what the specific LangChain support request was in that conversation.', ""help them understand the issue with the `ChatOpenAI.get_num_tokens_from_messages` method when using OpenAI's Resources API, specifically that the method doesn't properly handle system messages with chat completions-style content blocks, which led to the discovery and fix of a bug in the LangChain codebase.""]"
